"result_@id","result_@score","result_info_authors_author_@pid","result_info_authors_author_text","result_info_doi","result_info_ee","result_info_key","result_info_number","result_info_pages","result_info_publisher","result_info_title","result_info_type","result_info_url","result_info_venue","result_info_volume","result_info_year","result_url"
"822136","2","12/1338","Chao Cheng","10.1371/JOURNAL.PCBI.1005340","https://doi.org/10.1371/journal.pcbi.1005340","journals/ploscb/AndrewsWXCC17","1","","","Contextual Refinement of Regulatory Targets Reveals Effects on Breast Cancer Prognosis of the Regulome.","Journal Articles","https://dblp.org/rec/journals/ploscb/AndrewsWXCC17","PLoS Computational Biology","13","2017","URL#822136"
"822258","2","176/8453","Michael Hallett","10.1371/JOURNAL.PCBI.1005680","https://doi.org/10.1371/journal.pcbi.1005680","journals/ploscb/DumeauxFFFHRSBB17","9","","","Interactions between the tumor and the blood systemic response of breast cancer patients.","Journal Articles","https://dblp.org/rec/journals/ploscb/DumeauxFFFHRSBB17","PLoS Computational Biology","13","2017","URL#822258"
"822490","2","57/7091","Ovidiu Radulescu","10.1371/JOURNAL.PCBI.1005432","https://doi.org/10.1371/journal.pcbi.1005432","journals/ploscb/NaldiLCUMRSFCR17","3","","","Reconstruction and signal propagation analysis of the Syk signaling network in breast cancer cells.","Journal Articles","https://dblp.org/rec/journals/ploscb/NaldiLCUMRSFCR17","PLoS Computational Biology","13","2017","URL#822490"
"822523","2","59/496","Sridhar Hannenhalli","10.1371/JOURNAL.PCBI.1005793","https://doi.org/10.1371/journal.pcbi.1005793","journals/ploscb/PatkarMSH17","11","","","A network diffusion approach to inferring sample-specific function reveals functional changes associated with breast cancer.","Journal Articles","https://dblp.org/rec/journals/ploscb/PatkarMSH17","PLoS Computational Biology","13","2017","URL#822523"
"823476","2","93/737","Son Lam Phung","10.1016/J.PATCOG.2017.08.004","https://doi.org/10.1016/j.patcog.2017.08.004","journals/pr/RastiTP17","","381-390","","Breast cancer diagnosis in DCE-MRI using mixture ensemble of convolutional neural networks.","Journal Articles","https://dblp.org/rec/journals/pr/RastiTP17","Pattern Recognit.","72","2017","URL#823476"
"829738","2","188/6778","José M. Pingarrón","10.3390/S17091993","https://doi.org/10.3390/s17091993","journals/sensors/CampuzanoPP17","9","1993","","Non-Invasive Breast Cancer Diagnosis through Electrochemical Biosensing at Different Molecular Levels.","Journal Articles","https://dblp.org/rec/journals/sensors/CampuzanoPP17","Sensors","17","2017","URL#829738"
"830159","2","83/7941","Roque Alfredo Osornio-Rios","10.3390/S17030497","https://doi.org/10.3390/s17030497","journals/sensors/Garduno-RamonVM17","3","497","","Supportive Noninvasive Tool for the Diagnosis of Breast Cancer Using a Thermographic Camera as Sensor.","Journal Articles","https://dblp.org/rec/journals/sensors/Garduno-RamonVM17","Sensors","17","2017","URL#830159"
"830423","2","211/8713","Keiko Tawa","10.3390/S17122942","https://doi.org/10.3390/s17122942","journals/sensors/IzumiYHTT17","12","2942","","Dual-Color Fluorescence Imaging of EpCAM and EGFR in Breast Cancer Cells with a Bull&apos;s Eye-Type Plasmonic Chip.","Journal Articles","https://dblp.org/rec/journals/sensors/IzumiYHTT17","Sensors","17","2017","URL#830423"
"830749","2","50/3857","Zhi Xu","10.3390/S17030627","https://doi.org/10.3390/s17030627","journals/sensors/LiHX17","3","627","","Diagnosis of Breast Cancer Tissues Using 785 nm Miniature Raman Spectrometer and Pattern Regression.","Journal Articles","https://dblp.org/rec/journals/sensors/LiHX17","Sensors","17","2017","URL#830749"
"831848","2","28/1751","Lulu Wang","10.3390/S17071572","https://doi.org/10.3390/s17071572","journals/sensors/Wang17b","7","1572","","Early Diagnosis of Breast Cancer.","Journal Articles","https://dblp.org/rec/journals/sensors/Wang17b","Sensors","17","2017","URL#831848"
"834537","2","83/5803","Akbar Rahideh","10.1016/J.SIGPRO.2016.07.035","https://doi.org/10.1016/j.sigpro.2016.07.035","journals/sigpro/ShahbeigHR17","","58-65","","A fuzzy multi-objective hybrid TLBO-PSO approach to select the associated genes with breast cancer.","Journal Articles","https://dblp.org/rec/journals/sigpro/ShahbeigHR17","Signal Process.","131","2017","URL#834537"
"840465","2","05/10659","Francesca Vipiana","10.1109/TBCAS.2017.2703588","https://doi.org/10.1109/TBCAS.2017.2703588","journals/tbcas/CasuVTPSSV17","4","804-814","","A COTS-Based Microwave Imaging System for Breast-Cancer Detection.","Journal Articles","https://dblp.org/rec/journals/tbcas/CasuVTPSSV17","IEEE Trans. Biomed. Circuits and Systems","11","2017","URL#840465"
"840791","2","73/5039","Stuart Crozier","10.1109/TBME.2016.2602233","https://doi.org/10.1109/TBME.2016.2602233","journals/tbe/NguyenAC17","6","1335-1344","","Three-Dimensional Microwave Hyperthermia for Breast Cancer Treatment in a Realistic Environment Using Particle Swarm Optimization.","Journal Articles","https://dblp.org/rec/journals/tbe/NguyenAC17","IEEE Trans. Biomed. Engineering","64","2017","URL#840791"
"840827","2","14/2317","David J. Hawkes","10.1109/TBME.2017.2665602","https://doi.org/10.1109/TBME.2017.2665602","journals/tbe/ReisGHMNWPH17","10","2344-2352","","Automated Classification of Breast Cancer Stroma Maturity From Histological Images.","Journal Articles","https://dblp.org/rec/journals/tbe/ReisGHMNWPH17","IEEE Trans. Biomed. Engineering","64","2017","URL#840827"
"842223","2","45/5437","Ananda Sanagavarapu Mohan","10.1109/TCI.2017.2737947","https://doi.org/10.1109/TCI.2017.2737947","journals/tci/HossainM17","4","928-939","","Cancer Detection in Highly Dense Breasts Using Coherently Focused Time-Reversal Microwave Imaging.","Journal Articles","https://dblp.org/rec/journals/tci/HossainM17","IEEE Trans. Computational Imaging","3","2017","URL#842223"
"844372","2","68/2644","Luca P. Carloni","10.1145/2983630","https://doi.org/10.1145/2983630","journals/tecs/PagliariCC17","3","80:1-80:25","","Accelerators for Breast Cancer Detection.","Journal Articles","https://dblp.org/rec/journals/tecs/PagliariCC17","ACM Trans. Embedded Comput. Syst.","16","2017","URL#844372"
"844597","2","117/9777","Leila Shahmoradi","10.1016/J.TELE.2017.01.007","https://doi.org/10.1016/j.tele.2017.01.007","journals/tele/NilashiIAS17","4","133-144","","A knowledge-based system for breast cancer classification using fuzzy logic method.","Journal Articles","https://dblp.org/rec/journals/tele/NilashiIAS17","Telematics Informatics","34","2017","URL#844597"
"850456","2","115/8195","Ryan J. Halter","10.1109/TMI.2016.2640944","https://doi.org/10.1109/TMI.2016.2640944","journals/tmi/MurphyMH17","4","892-903","","Absolute Reconstructions Using Rotational Electrical Impedance Tomography for Breast Cancer Imaging.","Journal Articles","https://dblp.org/rec/journals/tmi/MurphyMH17","IEEE Trans. Med. Imaging","36","2017","URL#850456"
"865586","2","34/1943","Pingzhao Hu","10.1007/978-3-319-57351-9_7","https://doi.org/10.1007/978-3-319-57351-9_7","conf/ai/IslamACDWH17","","57-63","","Somatic Copy Number Alteration-Based Prediction of Molecular Subtypes of Breast Cancer Using Deep Learning Model.","Conference and Workshop Papers","https://dblp.org/rec/conf/ai/IslamACDWH17","Canadian Conference on AI","","2017","URL#865586"
"866791","2","l/MurrayHLoew","Murray H. Loew","10.1109/AIPR.2017.8457948","https://doi.org/10.1109/AIPR.2017.8457948","conf/aipr/GuanL17","","1-8","","Breast Cancer Detection Using Transfer Learning in Convolutional Neural Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/aipr/GuanL17","AIPR","","2017","URL#866791"
"866979","2","39/10640","Hala H. Zayed","10.1007/978-3-319-64861-3_26","https://doi.org/10.1007/978-3-319-64861-3_26","conf/aisi/AliAZ17","","280-288","","Understanding Medical Text Related to Breast Cancer - A Review.","Conference and Workshop Papers","https://dblp.org/rec/conf/aisi/AliAZ17","AISI","","2017","URL#866979"
"867017","2","14/11364","Mohamed El-Adawy","10.1007/978-3-319-64861-3_12","https://doi.org/10.1007/978-3-319-64861-3_12","conf/aisi/MostafaME17","","129-139","","Breast Cancer Detection Using Polynomial Fitting for Intensity Spreading Within ROIs.","Conference and Workshop Papers","https://dblp.org/rec/conf/aisi/MostafaME17","AISI","","2017","URL#867017"
"869164","2","131/4621","Jeremy L. Warner","","http://knowledge.amia.org/65881-amia-1.3897810/t004-1.3900473/f004-1.3900474/2730076-1.3901377/2731976-1.3901374","conf/amia/BhavnaniaCW17","","","","Identification of Patient Subgroups in Metastatic Breast Cancer Patients Based on Somatic Copy Number Alterations - A Bipartite Network Analysis.","Conference and Workshop Papers","https://dblp.org/rec/conf/amia/BhavnaniaCW17","AMIA","","2017","URL#869164"
"869207","2","131/4628","Mia A. Levy","","http://knowledge.amia.org/65881-amia-1.3897810/t003-1.3901461/f003-1.3901462/2731073-1.3901901/2729882-1.3901898","conf/amia/ChengL17","","","","Determining Burden of Commuting for Treatment Using Online Mapping Services - A Study of Breast Cancer Patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/amia/ChengL17","AMIA","","2017","URL#869207"
"869639","2","20/4329","Jacques Bouaud","","http://knowledge.amia.org/65881-amia-1.3897810/t003-1.3901461/f003-1.3901462/2729333-1.3901596/2732145-1.3901593","conf/amia/SeroussiGLMLSPB17","","","","Reconciliation of multiple guidelines for decision support - a case study on the multidisciplinary management of breast cancer within the DESIREE project.","Conference and Workshop Papers","https://dblp.org/rec/conf/amia/SeroussiGLMLSPB17","AMIA","","2017","URL#869639"
"869686","2","60/2536-28","Rui Zhang 0028","","http://knowledge.amia.org/65881-amia-1.3897810/t003-1.3901461/f003-1.3901462/2731261-1.3901554/2732191-1.3901551","conf/amia/SunSSBMZ17","","","","Causal Phenotyping for Susceptibility to Cardiotoxicity from Antineoplastic Breast Cancer Medications.","Conference and Workshop Papers","https://dblp.org/rec/conf/amia/SunSSBMZ17","AMIA","","2017","URL#869686"
"869776","2","m/BradleyMalin","Bradley A. Malin","","http://knowledge.amia.org/65881-amia-1.3897810/t003-1.3901461/f003-1.3901462/2730655-1.3901487/2729021-1.3901484","conf/amia/Yin0M17","","","","Talking About My Care - Detecting Mentions of Hormonal Therapy Adherence Behavior in an Online Breast Cancer Community.","Conference and Workshop Papers","https://dblp.org/rec/conf/amia/Yin0M17","AMIA","","2017","URL#869776"
"869785","2","90/6959-4","Yuan Luo 0004","","http://knowledge.amia.org/65881-amia-1.3897810/t003-1.3901461/f003-1.3901462/2732075-1.3901481/2732237-1.3901478","conf/amia/ZengLERKCKL17","","","","Contralateral Breast Cancer Event Detection Using Nature Language Processing.","Conference and Workshop Papers","https://dblp.org/rec/conf/amia/ZengLERKCKL17","AMIA","","2017","URL#869785"
"873099","2","249/2486","Min-Yang Xiao","10.1145/3110025.3110118","https://doi.org/10.1145/3110025.3110118","conf/asunam/ChuX17","","757-762","","A Study on the Correlation between Breast Cancer and Air pollution.","Conference and Workshop Papers","https://dblp.org/rec/conf/asunam/ChuX17","ASONAM","","2017","URL#873099"
"874438","2","62/300","Alioune Ngom","10.1145/3107411.3108226","https://doi.org/10.1145/3107411.3108226","conf/bcb/HuyRN17","","617","","Predicting Breast Cancer Outcome under Different Treatments by Feature Selection Approaches.","Conference and Workshop Papers","https://dblp.org/rec/conf/bcb/HuyRN17","BCB","","2017","URL#874438"
"874478","2","62/300","Alioune Ngom","10.1145/3107411.3108202","https://doi.org/10.1145/3107411.3108202","conf/bcb/MangalakumarAHR17","","594","","Outlier Genes as Biomarkers of Breast Cancer Survivability in Time-Series Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/bcb/MangalakumarAHR17","BCB","","2017","URL#874478"
"874500","2","42/2979","Seung-Jong Park","10.1145/3107411.3107484","https://doi.org/10.1145/3107411.3107484","conf/bcb/PlataniaSYZLP17","","536-543","","Automated Breast Cancer Diagnosis Using Deep Learning and Region of Interest Detection (BC-DROID).","Conference and Workshop Papers","https://dblp.org/rec/conf/bcb/PlataniaSYZLP17","BCB","","2017","URL#874500"
"874521","2","62/300","Alioune Ngom","10.1145/3107411.3108217","https://doi.org/10.1145/3107411.3108217","conf/bcb/TablAEN17","","607","","Machine Learning Model for Identifying Gene Biomarkers for Breast Cancer Treatment Survival.","Conference and Workshop Papers","https://dblp.org/rec/conf/bcb/TablAEN17","BCB","","2017","URL#874521"
"874857","2","88/1553","Youness Tabii","10.1145/3090354.3090429","https://doi.org/10.1145/3090354.3090429","conf/bdca/OmaraLT17","","73:1-73:6","","Classification of Breast Cancer with Improved Self-Organizing Maps.","Conference and Workshop Papers","https://dblp.org/rec/conf/bdca/OmaraLT17","BDCA","","2017","URL#874857"
"875113","2","141/8899","Gregory J. Czarnota","10.1109/BHI.2017.7897200","https://doi.org/10.1109/BHI.2017.7897200","conf/bhi/GangehTWHTC17","","41-44","","Tumour ellipsification in ultrasound images for treatment prediction in breast cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/bhi/GangehTWHTC17","BHI","","2017","URL#875113"
"875120","2","51/5211","Stephen T. C. Wong","10.1109/BHI.2017.7897281","https://doi.org/10.1109/BHI.2017.7897281","conf/bhi/HePOMYCCPW17","","365-368","","Deep learning analytics for diagnostic support of breast cancer disease management.","Conference and Workshop Papers","https://dblp.org/rec/conf/bhi/HePOMYCCPW17","BHI","","2017","URL#875120"
"875229","2","165/0383","Saeed Vahidian","10.1109/BIBE.2017.8469114","https://doi.org/10.1109/BIBE.2017.8469114","conf/bibe/EttefaghMV17","","580-584","","A novel low-complexity framework in ultra-wideband imaging for breast cancer detection.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibe/EttefaghMV17","BIBE","","2017","URL#875229"
"875321","2","94/5425","Lukasz Jelen","10.1109/BIBM.2017.8217739","https://doi.org/10.1109/BIBM.2017.8217739","conf/bibm/AlsaediFKJ17","","705-709","","Cytological malignancy grading systems for fine needle aspiration biopsies of breast cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/AlsaediFKJ17","BIBM","","2017","URL#875321"
"875367","2","55/1163","Francesca Cordero","10.1109/BIBM.2017.8217874","https://doi.org/10.1109/BIBM.2017.8217874","conf/bibm/ChivassaFSPBC17","","1438-1445","","A mathematical model to study breast cancer growth.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/ChivassaFSPBC17","BIBM","","2017","URL#875367"
"875584","2","155/2455","Andrew H. Beck","10.1109/BIBM.2017.8217719","https://doi.org/10.1109/BIBM.2017.8217719","conf/bibm/ShahWRSB17","","600-603","","Deep learning assessment of tumor proliferation in breast cancer histological images.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/ShahWRSB17","BIBM","","2017","URL#875584"
"875707","2","128/6925","Yunyun Zhou","10.1109/BIBM.2017.8217999","https://doi.org/10.1109/BIBM.2017.8217999","conf/bibm/ZhangMGWCZ17","","2198-2203","","Novel gene selection method for breast cancer intrinsic subtypes from two large cohort study.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/ZhangMGWCZ17","BIBM","","2017","URL#875707"
"875715","2","157/9451","Mary Qu Yang","10.1109/BIBM.2017.8217762","https://doi.org/10.1109/BIBM.2017.8217762","conf/bibm/ZhangYLYGTY17","","830-835","","Toward precision breast cancer survival prediction utilizing combined whole genome-wide expression and somatic mutation analysis.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/ZhangYLYGTY17","BIBM","","2017","URL#875715"
"875851","2","53/1114","Sun Kim","10.1109/BIGCOMP.2017.7881721","https://doi.org/10.1109/BIGCOMP.2017.7881721","conf/bigcomp/LeeMPK17","","91-95","","Flow maximization analysis of cell cycle pathway activation status in breast cancer subtypes.","Conference and Workshop Papers","https://dblp.org/rec/conf/bigcomp/LeeMPK17","BigComp","","2017","URL#875851"
"876823","2","p/BPreim","Bernhard Preim","10.1007/978-3-662-54345-0_73","https://doi.org/10.1007/978-3-662-54345-0_73","conf/bildmed/NieGNMP17","","325-330","","Classification of DCE-MRI Data for Breast Cancer Diagnosis Combining Contrast Agent Dynamics and Texture Features.","Conference and Workshop Papers","https://dblp.org/rec/conf/bildmed/NieGNMP17","Bildverarbeitung für die Medizin","","2017","URL#876823"
"876856","2","69/2417","Karl Rohr","10.1007/978-3-662-54345-0_56","https://doi.org/10.1007/978-3-662-54345-0_56","conf/bildmed/WollmannR17","","249-253","","Automatic Grading of Breast Cancer Whole-Slide Histopathology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/bildmed/WollmannR17","Bildverarbeitung für die Medizin","","2017","URL#876856"
"876960","2","59/9102","Takamaro Kikkawa","10.1109/BIOCAS.2017.8325058","https://doi.org/10.1109/BIOCAS.2017.8325058","conf/biocas/MasuiTSMOMIK17","","1-4","","Differential equivalent time sampling receiver for breast cancer detection.","Conference and Workshop Papers","https://dblp.org/rec/conf/biocas/MasuiTSMOMIK17","BioCAS","","2017","URL#876960"
"877034","2","59/9102","Takamaro Kikkawa","10.1109/BIOCAS.2017.8325067","https://doi.org/10.1109/BIOCAS.2017.8325067","conf/biocas/ToyaMSMOMIK17","","1-4","","Investigation of phase noise and jitter in CMOS sampling clock generation circuits for time-domain breast cancer detection system.","Conference and Workshop Papers","https://dblp.org/rec/conf/biocas/ToyaMSMOMIK17","BioCAS","","2017","URL#877034"
"877173","2","16/182-1","Paul E. Anderson 0001","10.5220/0006152901540159","https://doi.org/10.5220/0006152901540159","conf/biostec/DuchinskiAWA17","","154-159","","DEACT - An Online Tool for Analysing Complementary RNA-Seq Studies - A Case Study of Knockdown and Upregulated FLI1 in Breast Cancer Cells.","Conference and Workshop Papers","https://dblp.org/rec/conf/biostec/DuchinskiAWA17","BIOINFORMATICS","","2017","URL#877173"
"877196","2","169/7088","Juliana de Oliveira","10.5220/0006170201680175","https://doi.org/10.5220/0006170201680175","conf/biostec/JuniorO17","","168-175","","Comparative Study on Data Mining Techniques Applied to Breast Cancer Gene Expression Profiles.","Conference and Workshop Papers","https://dblp.org/rec/conf/biostec/JuniorO17","BIOINFORMATICS","","2017","URL#877196"
"879125","2","134/9904","Arnav Bhavsar","10.1007/978-3-319-64698-5_30","https://doi.org/10.1007/978-3-319-64698-5_30","conf/caip/GuptaB17","","354-366","","An Integrated Multi-scale Model for Breast Cancer Histopathological Image Classification with Joint Colour-Texture Features.","Conference and Workshop Papers","https://dblp.org/rec/conf/caip/GuptaB17","CAIP","","2017","URL#879125"
"880353","2","83/5858","Daniel Sonntag","10.1109/CBMS.2017.138","https://doi.org/10.1109/CBMS.2017.138","conf/cbms/BretschneiderZH17","","213-218","","Automatic Extraction of Breast Cancer Information from Clinical Reports.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/BretschneiderZH17","CBMS","","2017","URL#880353"
"880370","2","35/5626","Nathan Bell","10.1109/CBMS.2017.164","https://doi.org/10.1109/CBMS.2017.164","conf/cbms/EconomouDREKARB17","","684-689","","PhytoCloud - A Gamified Mobile Web Application to Modulate Diet and Physical Activity of Women with Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/EconomouDREKARB17","CBMS","","2017","URL#880370"
"880388","2","200/8159","Diana Karoseviciute","10.1109/CBMS.2017.21","https://doi.org/10.1109/CBMS.2017.21","conf/cbms/GiuntiGHIK17","","654-659","","Detecting Gamification in Breast Cancer Apps - An Automatic Methodology for Screening Purposes.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/GiuntiGHIK17","CBMS","","2017","URL#880388"
"880472","2","18/6068-1","Brian Caulfield 0001","10.1109/CBMS.2017.159","https://doi.org/10.1109/CBMS.2017.159","conf/cbms/SignorelliFGFC17","","753-754","","Quality of Information About Physical Activity in Breast Cancer Facebook Pages - A Preliminary Content Review.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/SignorelliFGFC17","CBMS","","2017","URL#880472"
"880495","2","m/BradleyMalin","Bradley A. Malin","10.1109/CBMS.2017.51","https://doi.org/10.1109/CBMS.2017.51","conf/cbms/YinSM17","","618-623","","Reciprocity and its Association with Treatment Adherence in an Online Breast Cancer Forum.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/YinSM17","CBMS","","2017","URL#880495"
"881320","2","76/447","Domenec Puig","10.3233/978-1-61499-806-8-76","https://doi.org/10.3233/978-1-61499-806-8-76","conf/ccia/SinghRTAPSSAAP17","","76-85","","Classification of Breast Cancer Molecular Subtypes from Their Micro-Texture in Mammograms Using a VGGNet-Based Convolutional Neural Network.","Conference and Workshop Papers","https://dblp.org/rec/conf/ccia/SinghRTAPSSAAP17","CCIA","","2017","URL#881320"
"882118","2","67/8130","M. Vidyasagar","10.1109/CCTA.2017.8062583","https://doi.org/10.1109/CCTA.2017.8062583","conf/ccta/AchantaMV17","","955-960","","Integrating biological data across multiple platforms using importance-weighted transfer learning and applications to breast cancer data sets.","Conference and Workshop Papers","https://dblp.org/rec/conf/ccta/AchantaMV17","CCTA","","2017","URL#882118"
"885908","2","44/560","Ozlem Keskin","10.1109/CIBCB.2017.8058539","https://doi.org/10.1109/CIBCB.2017.8058539","conf/cibcb/HalakouGKK17","","1-7","","Topological, functional, and structural analyses of protein-protein interaction networks of breast cancer lung and brain metastases.","Conference and Workshop Papers","https://dblp.org/rec/conf/cibcb/HalakouGKK17","CIBCB","","2017","URL#885908"
"890887","2","15/1774","John Fox","10.1109/COMPSAC.2017.274","https://doi.org/10.1109/COMPSAC.2017.274","conf/compsac/XiaoF17","","97-102","","Towards an Agent-Oriented Framework for Multidisciplinary Decision Support and Its Application to Triple Assessment of Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/compsac/XiaoF17","COMPSAC","","2017","URL#890887"
"892124","2","18/4279","Genevieve B. Melton","","http://knowledge.amia.org/amia-64484-cri2017-1.3520710/t003-1.3521532/t003-1.3521533/a086-1.3521558/a087-1.3521555","conf/cri/SunSSBZM17","","","","A Study on Phenotyping and Visualizing Black Box Warnings of Antineoplastic Breast Cancer Medications.","Conference and Workshop Papers","https://dblp.org/rec/conf/cri/SunSSBZM17","CRI","","2017","URL#892124"
"894102","2","199/3618","S. C. Prasanna Kumar","10.1007/978-3-319-57141-6_29","https://doi.org/10.1007/978-3-319-57141-6_29","conf/csoc/SushmaK17","","276-283","","Multi-stage Optimization Over Extracted Feature for Detection and Classification of Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/csoc/SushmaK17","CSOC","","2017","URL#894102"
"894596","2","134/9904","Arnav Bhavsar","10.1109/CVPRW.2017.107","https://doi.org/10.1109/CVPRW.2017.107","conf/cvpr/GuptaB17","","769-776","","Breast Cancer Histopathological Image Classification - Is Magnification Important?","Conference and Workshop Papers","https://dblp.org/rec/conf/cvpr/GuptaB17","CVPR Workshops","","2017","URL#894596"
"901972","2","62/8856","Alexey A. Neznanov","10.1145/3079452.3079461","https://doi.org/10.1145/3079452.3079461","conf/ehealth/TyuryuminaN17","","60-66","","On Consolidated Predictive Model of the Natural History of Breast Cancer - Primary Tumor and Secondary Metastases in Patients with Lymph Nodes Metastases.","Conference and Workshop Papers","https://dblp.org/rec/conf/ehealth/TyuryuminaN17","DH","","2017","URL#901972"
"902839","2","123/5382","Saowapak S. Thongvigitmanee","10.1109/EMBC.2017.8037549","https://doi.org/10.1109/EMBC.2017.8037549","conf/embc/KeatmaneeMKLT17","","3248-3251","","Automatic initialization for active contour model in breast cancer detection utilizing conventional ultrasound and Color Doppler.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/KeatmaneeMKLT17","EMBC","","2017","URL#902839"
"903538","2","78/1573","Basel Solaiman","10.1007/978-3-319-65930-5_29","https://doi.org/10.1007/978-3-319-65930-5_29","conf/emcis/SalemIEHS17","","353-366","","Ontology Based Possibilistic Reasoning for Breast Cancer Aided Diagnosis.","Conference and Workshop Papers","https://dblp.org/rec/conf/emcis/SalemIEHS17","EMCIS","","2017","URL#903538"
"907129","2","91/4377","Evangelos Dermatas","10.23919/EUSIPCO.2017.8081168","https://doi.org/10.23919/EUSIPCO.2017.8081168","conf/eusipco/ApostolopoulosK17","","56-60","","A new method for breast cancer identification using multi-modal features in quaternionic form.","Conference and Workshop Papers","https://dblp.org/rec/conf/eusipco/ApostolopoulosK17","EUSIPCO","","2017","URL#907129"
"917800","2","21/1002","Eunjeong Park","10.1109/HEALTHCOM.2017.8210843","https://doi.org/10.1109/HealthCom.2017.8210843","conf/healthcom/ChangYHCP17","","1-4","","A method for classifying medical images using transfer learning - A pilot study on histopathology of breast cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/healthcom/ChangYHCP17","Healthcom","","2017","URL#917800"
"925176","2","51/4138","Yi Zhao","10.1145/3155077.3155079","https://doi.org/10.1145/3155077.3155079","conf/icbsp/WangZZ17","","7-11","","LightGBM - An Effective miRNA Classification Method in Breast Cancer Patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/icbsp/WangZZ17","ICCBB","","2017","URL#925176"
"928183","2","63/10786","Dong Si","10.1145/3093241.3093290","https://doi.org/10.1145/3093241.3093290","conf/iccda/AvramovS17","","69-74","","Comparison of Feature Reduction Methods and Machine Learning Models for Breast Cancer Diagnosis.","Conference and Workshop Papers","https://dblp.org/rec/conf/iccda/AvramovS17","ICCDA","","2017","URL#928183"
"929134","2","94/4671","Vitor Rodrigues","10.1007/978-3-319-62395-5_40","https://doi.org/10.1007/978-3-319-62395-5_40","conf/iccsa/DuarteSCELMRR16","","586-599","","Applying Spatial Copula Additive Regression to Breast Cancer Screening Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/iccsa/DuarteSCELMRR16","ICCSA","","2017","URL#929134"
"931146","2","19/360","Lei Xu","10.1109/ICDCS.2017.168","https://doi.org/10.1109/ICDCS.2017.168","conf/icdcs/LiWX17","","1189-1196","","Shrink - A Breast Cancer Risk Assessment Model Based on Medical Social Network.","Conference and Workshop Papers","https://dblp.org/rec/conf/icdcs/LiWX17","ICDCS","","2017","URL#931146"
"933579","2","62/8856","Alexey A. Neznanov","10.1109/ICHI.2017.14","https://doi.org/10.1109/ICHI.2017.14","conf/ichi/TyuryuminaN17","","484-489","","On Consolidated Predictive Model of the Natural History of Breast Cancer Considering Primary Tumor and Primary Distant Metastases Growth.","Conference and Workshop Papers","https://dblp.org/rec/conf/ichi/TyuryuminaN17","ICHI","","2017","URL#933579"
"933584","2","212/7808","Mark W. Craven","10.1109/ICHI.2017.62","https://doi.org/10.1109/ICHI.2017.62","conf/ichi/WuBCFYYPCPC17","","224-228","","Breast Cancer Risk Prediction Using Electronic Health Records.","Conference and Workshop Papers","https://dblp.org/rec/conf/ichi/WuBCFYYPCPC17","ICHI","","2017","URL#933584"
"933586","2","t/VolkerTresp","Volker Tresp","10.1109/ICHI.2017.51","https://doi.org/10.1109/ICHI.2017.51","conf/ichi/YangFT17","","46-55","","Predictive Modeling of Therapy Decisions in Metastatic Breast Cancer with Recurrent Neural Network Encoder and Multinomial Hierarchical Regression Decoder.","Conference and Workshop Papers","https://dblp.org/rec/conf/ichi/YangFT17","ICHI","","2017","URL#933586"
"934813","2","68/8204","Ruting Jia","10.1109/ICINFA.2017.8078962","https://doi.org/10.1109/ICInfA.2017.8078962","conf/icinfa/AhadiDLLJ17","","517-522","","Feature-Based classification and diagnosis of breast cancer using fuzzy inference system.","Conference and Workshop Papers","https://dblp.org/rec/conf/icinfa/AhadiDLLJ17","ICIA","","2017","URL#934813"
"938952","2","01/99","Philippe Burlina","10.1109/ICMLA.2017.00-76","https://doi.org/10.1109/ICMLA.2017.00-76","conf/icmla/JoshiBSHB17","","711-715","","Machine Learning Methods for 1D Ultrasound Breast Cancer Screening.","Conference and Workshop Papers","https://dblp.org/rec/conf/icmla/JoshiBSHB17","ICMLA","","2017","URL#938952"
"940564","2","83/2679","Qiao Pan","10.1007/978-3-319-70096-0_5","https://doi.org/10.1007/978-3-319-70096-0_5","conf/iconip/ChenQSP17","","43-52","","Breast Cancer Malignancy Prediction Using Incremental Combination of Multiple Recurrent Neural Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/iconip/ChenQSP17","ICONIP","","2017","URL#940564"
